suburb,rooms,type,price,method,maintenance_score,seller_g,bedroom2,bathroom,car,building_area,council_area,region_name,size_class
Parkdale,4,h,1630000.0,S,9,Hodges,4.0,2.0,2.0,212.0,Kingston City Council,South-Eastern Metropolitan,medium
Parkdale,5,h,1100000.0,VB,3,Buxton,5.0,3.0,4.0,178.0,Kingston City Council,South-Eastern Metropolitan,medium
Parkdale,4,h,1230000.0,PI,8,Buxton,4.0,2.0,2.0,148.0,Kingston City Council,South-Eastern Metropolitan,small
Parkdale,4,h,537259.0,S,7,Buxton,4.0,2.0,4.0,575.0,Kingston City Council,South-Eastern Metropolitan,extra-large
Parkdale,2,t,625500.0,S,7,Buxton,2.0,1.0,1.0,110.0,Kingston City Council,South-Eastern Metropolitan,small
Pascoe Vale,2,h,555000.0,S,5,Nelson,2.0,1.0,1.0,97.0,Moreland City Council,Northern Metropolitan,tiny
Pascoe Vale,2,u,641000.0,S,2,Nelson,2.0,1.0,1.0,102.0,Moreland City Council,Northern Metropolitan,tiny
Pascoe Vale,1,u,436000.0,S,6,Nelson,1.0,1.0,1.0,62.0,Moreland City Council,Northern Metropolitan,tiny
Pascoe Vale,2,t,798094.0,SN,5,Barry,2.0,1.0,1.0,35.0,Moreland City Council,Northern Metropolitan,tiny
Pascoe Vale,3,h,850000.0,S,5,Jellis,3.0,1.0,3.0,236.0,Moreland City Council,Northern Metropolitan,medium
Pascoe Vale,2,u,362000.0,PI,5,Raine,1.0,2.0,1.0,108.0,Moreland City Council,Northern Metropolitan,small
Pascoe Vale,2,h,790000.0,S,7,Brad,2.0,1.0,1.0,112.0,Moreland City Council,Northern Metropolitan,small
Port Melbourne,4,h,1631000.0,S,5,Marshall,4.0,3.0,2.0,135.0,Melbourne City Council,Southern Metropolitan,small
Port Melbourne,3,h,1845000.0,S,10,Greg,3.0,3.0,2.0,240.0,Melbourne City Council,Southern Metropolitan,medium
Port Melbourne,3,h,1000000.0,S,10,Cayzer,3.0,1.0,0.0,96.0,Melbourne City Council,Southern Metropolitan,tiny
Port Melbourne,2,h,1190000.0,S,2,Frank,2.0,1.0,1.0,235.0,Melbourne City Council,Southern Metropolitan,medium
Port Melbourne,2,u,600000.0,VB,4,Buxton,2.0,1.0,1.0,85.0,Melbourne City Council,Southern Metropolitan,tiny
Port Melbourne,3,h,1600000.0,SP,7,Hodges,3.0,1.0,0.0,116.0,Melbourne City Council,Southern Metropolitan,small
Prahran,1,h,1475000.0,S,0,Marshall,1.0,1.0,4.0,212.0,Stonnington City Council,Southern Metropolitan,medium
Prahran,2,u,717183.0,SP,1,hockingstuart,2.0,1.0,1.0,276.0,Stonnington City Council,Southern Metropolitan,large
Prahran,3,u,920000.0,S,9,Beller,3.0,2.0,2.0,314.0,Stonnington City Council,Southern Metropolitan,large
Prahran,3,h,356186.0,PI,6,Marshall,3.0,2.0,2.0,143.0,Stonnington City Council,Southern Metropolitan,small
Prahran,3,h,1650000.0,S,2,hockingstuart,3.0,1.0,0.0,200.0,Stonnington City Council,Southern Metropolitan,medium
Prahran,2,u,845000.0,S,8,Thomson,2.0,1.0,1.0,550.0,Stonnington City Council,Southern Metropolitan,extra-large
Preston,3,u,540000.0,VB,10,Nelson,3.0,1.0,1.0,91.0,Darebin City Council,Northern Metropolitan,tiny
Preston,2,h,950000.0,S,6,Nelson,2.0,1.0,2.0,127.0,Darebin City Council,Northern Metropolitan,small
Preston,3,h,1072500.0,S,7,RW,3.0,1.0,2.0,581.0,Darebin City Council,Northern Metropolitan,extra-large
Preston,3,t,800000.0,VB,0,Jellis,2.0,2.0,0.0,179.0,Darebin City Council,Northern Metropolitan,medium
Preston,3,h,994585.0,VB,10,Nelson,3.0,1.0,2.0,387.0,Darebin City Council,Northern Metropolitan,large
Preston,3,h,920000.0,SP,3,Nelson,3.0,1.0,2.0,192.0,Darebin City Council,Northern Metropolitan,medium
Preston,3,h,947500.0,S,0,Barry,3.0,1.0,1.0,518.0,Darebin City Council,Northern Metropolitan,extra-large
Reservoir,4,h,1067168.0,PI,5,Barry,4.0,2.0,4.0,156.0,Darebin City Council,Northern Metropolitan,small
Reservoir,3,h,750000.0,VB,6,Stockdale,3.0,1.0,3.0,77.0,Darebin City Council,Northern Metropolitan,tiny
Reservoir,3,h,755000.0,S,0,hockingstuart,3.0,1.0,1.0,109.0,Darebin City Council,Northern Metropolitan,small
Reservoir,3,h,544201.0,SN,3,Barry,3.0,2.0,2.0,273.0,Darebin City Council,Northern Metropolitan,large
Reservoir,3,h,889000.0,SP,6,Nelson,3.0,1.0,2.0,121.0,Darebin City Council,Northern Metropolitan,small
Reservoir,2,h,680000.0,S,2,Ray,2.0,1.0,2.0,575.0,Darebin City Council,Northern Metropolitan,extra-large
Reservoir,3,h,990000.0,S,3,McGrath,3.0,1.0,2.0,402.0,Darebin City Council,Northern Metropolitan,large
Reservoir,2,t,550000.0,PI,8,hockingstuart,2.0,1.0,1.0,82.0,Darebin City Council,Northern Metropolitan,tiny
Reservoir,4,h,1250000.0,SP,1,ASL,4.0,4.0,2.0,303.0,Darebin City Council,Northern Metropolitan,large
Reservoir,2,t,580000.0,S,6,HAR,2.0,1.0,1.0,417.0,Darebin City Council,Northern Metropolitan,extra-large
Reservoir,2,u,583500.0,S,0,Nelson,2.0,1.0,1.0,354.0,Darebin City Council,Northern Metropolitan,large
Reservoir,3,h,870000.0,SP,4,RW,3.0,1.0,2.0,464.0,Darebin City Council,Northern Metropolitan,extra-large
Reservoir,3,h,641086.0,PI,0,Barry,3.0,1.0,1.0,126.0,Darebin City Council,Northern Metropolitan,small
Richmond,3,h,1400000.0,PI,2,hockingstuart,3.0,1.0,2.0,155.0,Yarra City Council,Northern Metropolitan,small
Richmond,3,h,1525000.0,VB,6,Jellis,3.0,2.0,0.0,122.0,Yarra City Council,Northern Metropolitan,small
Richmond,3,h,630942.0,S,4,Jellis,3.0,1.0,1.0,441.0,Yarra City Council,Northern Metropolitan,extra-large
Richmond,2,h,1200000.0,SP,10,Jellis,2.0,2.0,1.0,125.0,Yarra City Council,Northern Metropolitan,small
Richmond,3,h,1200000.0,S,5,Biggin,3.0,1.0,1.0,40.0,Yarra City Council,Northern Metropolitan,tiny
Richmond,1,u,415000.0,SA,5,RT,2.0,2.0,1.0,205.0,Yarra City Council,Northern Metropolitan,medium
Richmond,1,u,1131043.0,PI,2,Biggin,1.0,1.0,1.0,130.0,Yarra City Council,Northern Metropolitan,small
Richmond,3,t,1321000.0,S,9,Nelson,3.0,2.0,2.0,511.0,Yarra City Council,Northern Metropolitan,extra-large
Richmond,2,u,592000.0,SA,4,Jellis,2.0,2.0,1.0,77.0,Yarra City Council,Northern Metropolitan,tiny
Ringwood,2,h,1040000.0,S,6,hockingstuart,2.0,1.0,1.0,100.0,Maroondah City Council,Eastern Metropolitan,tiny
Ringwood,2,h,556223.0,SN,10,Woodards,2.0,1.0,1.0,469.0,Maroondah City Council,Eastern Metropolitan,extra-large
Ringwood East,4,h,800000.0,PI,7,Philip,4.0,2.0,2.0,112.0,Maroondah City Council,Eastern Metropolitan,small
Ringwood East,2,u,297663.0,SN,6,Barry,2.0,1.0,1.0,387.0,Maroondah City Council,Eastern Metropolitan,large
Ringwood East,4,h,1315000.0,S,0,Philip,4.0,2.0,3.0,53.0,Maroondah City Council,Eastern Metropolitan,tiny
Ringwood North,4,h,1050000.0,S,9,Ray,4.0,2.0,2.0,478.0,Manningham City Council,Eastern Metropolitan,extra-large
Rosanna,4,h,1800000.0,VB,0,Fletchers,4.0,2.0,2.0,276.0,Banyule City Council,Eastern Metropolitan,large
Rowville,3,h,725000.0,S,0,Ray,3.0,1.0,2.0,287.0,Knox City Council,South-Eastern Metropolitan,large
Roxburgh Park,3,h,580500.0,S,6,YPA,3.0,2.0,2.0,147.0,Hume City Council,Northern Metropolitan,small
Roxburgh Park,3,h,440000.0,S,6,Raine,3.0,2.0,1.0,185.0,Hume City Council,Northern Metropolitan,medium
Roxburgh Park,3,h,580000.0,S,0,RW,3.0,2.0,1.0,93.0,Hume City Council,Northern Metropolitan,tiny
Roxburgh Park,4,h,510000.0,S,6,Raine,4.0,2.0,2.0,200.0,Hume City Council,Northern Metropolitan,medium
Sandringham,4,h,2700000.0,S,3,hockingstuart,4.0,2.0,1.0,318.0,Bayside City Council,Southern Metropolitan,large
Sandringham,5,h,2290000.0,S,7,Marshall,5.0,3.0,2.0,273.0,Bayside City Council,Southern Metropolitan,large
Sandringham,5,h,2220000.0,S,3,Buxton,5.0,3.0,1.0,231.0,Bayside City Council,Southern Metropolitan,medium
Sandringham,3,h,1725000.0,S,7,Buxton,3.0,1.0,2.0,117.0,Bayside City Council,Southern Metropolitan,small
Seaford,3,h,770000.0,S,8,hockingstuart,3.0,1.0,1.0,130.0,Frankston City Council,South-Eastern Metropolitan,small
Seddon,3,h,1228000.0,S,8,Jas,3.0,3.0,1.0,425.0,Maribyrnong City Council,Western Metropolitan,extra-large
South Kingsville,3,h,1124000.0,S,7,Hunter,3.0,1.0,2.0,433.0,Hobsons Bay City Council,Western Metropolitan,extra-large
South Melbourne,2,h,1355000.0,S,7,Marshall,2.0,1.0,0.0,78.0,Port Phillip City Council,Southern Metropolitan,tiny
South Melbourne,3,h,1210000.0,PI,3,Greg,3.0,2.0,1.0,358.0,Port Phillip City Council,Southern Metropolitan,large
South Melbourne,2,h,1180000.0,S,6,Greg,2.0,1.0,1.0,308.0,Port Phillip City Council,Southern Metropolitan,large
South Melbourne,2,u,655000.0,S,10,Greg,2.0,2.0,1.0,91.0,Port Phillip City Council,Southern Metropolitan,tiny
South Melbourne,3,u,1500000.0,VB,3,Greg,3.0,3.0,2.0,134.0,Port Phillip City Council,Southern Metropolitan,small
South Melbourne,2,h,970000.0,VB,1,Marshall,2.0,1.0,1.0,329.0,Port Phillip City Council,Southern Metropolitan,large
South Morang,4,h,780000.0,S,6,HAR,4.0,2.0,4.0,290.0,Whittlesea City Council,Northern Metropolitan,large
South Morang,4,h,372814.0,PI,6,HAR,4.0,2.0,2.0,214.0,Whittlesea City Council,Northern Metropolitan,medium
South Morang,3,h,1125149.0,PI,2,HAR,3.0,2.0,2.0,135.0,Whittlesea City Council,Northern Metropolitan,small
South Morang,4,h,870293.0,PI,4,Ray,4.0,2.0,2.0,280.0,Whittlesea City Council,Northern Metropolitan,large
South Morang,3,h,540000.0,S,3,The,3.0,2.0,2.0,152.0,Whittlesea City Council,Northern Metropolitan,small
South Yarra,1,u,442000.0,S,5,hockingstuart,1.0,1.0,1.0,43.0,Melbourne City Council,Southern Metropolitan,tiny
South Yarra,1,u,370000.0,VB,1,Collins,1.0,1.0,0.0,317.0,Melbourne City Council,Southern Metropolitan,large
South Yarra,3,h,1360000.0,S,4,Jellis,3.0,1.0,1.0,98.0,Melbourne City Council,Southern Metropolitan,tiny
South Yarra,3,h,500662.0,S,6,Jellis,3.0,2.0,0.0,378.0,Melbourne City Council,Southern Metropolitan,large
South Yarra,2,u,1029937.0,S,9,Hodges,2.0,2.0,1.0,66.0,Melbourne City Council,Southern Metropolitan,tiny
South Yarra,1,u,386708.0,S,7,hockingstuart,1.0,1.0,0.0,431.0,Melbourne City Council,Southern Metropolitan,extra-large
South Yarra,2,u,515000.0,S,3,hockingstuart,2.0,1.0,0.0,192.0,Melbourne City Council,Southern Metropolitan,medium
South Yarra,2,h,1460000.0,S,6,hockingstuart,2.0,1.0,0.0,571.0,Melbourne City Council,Southern Metropolitan,extra-large
Southbank,2,u,523500.0,S,8,hockingstuart,2.0,1.0,1.0,555.0,Melbourne City Council,Southern Metropolitan,extra-large
Southbank,1,u,420000.0,S,7,Harcourts,1.0,1.0,1.0,135.0,Melbourne City Council,Southern Metropolitan,small
Springvale,3,h,770000.0,S,10,Bowman,3.0,1.0,2.0,180.0,Greater Dandenong City Council,South-Eastern Metropolitan,medium
Springvale,3,h,730000.0,VB,0,Paul,3.0,1.0,4.0,415.0,Greater Dandenong City Council,South-Eastern Metropolitan,extra-large
St Kilda,2,u,462500.0,S,7,Thomson,2.0,1.0,1.0,72.0,Port Phillip City Council,Southern Metropolitan,tiny
St Kilda,2,u,711000.0,S,10,Gary,2.0,1.0,0.0,261.0,Port Phillip City Council,Southern Metropolitan,large
St Kilda,2,u,229949.0,SN,6,McGrath,2.0,1.0,1.0,87.0,Port Phillip City Council,Southern Metropolitan,tiny
St Kilda,2,u,630000.0,SP,10,Gary,2.0,1.0,1.0,327.0,Port Phillip City Council,Southern Metropolitan,large
Strathmore,3,u,815000.0,S,5,Nelson,3.0,1.0,2.0,220.0,Moonee Valley City Council,Western Metropolitan,medium
Sunbury,4,h,520000.0,S,3,Leeburn,4.0,2.0,1.0,434.0,Hume City Council,Western Metropolitan,extra-large
Sunbury,3,h,388000.0,S,4,L,3.0,1.0,0.0,114.0,Hume City Council,Western Metropolitan,small
Sunbury,3,h,493000.0,S,9,Raine,3.0,1.0,0.0,536.0,Hume City Council,Western Metropolitan,extra-large
Sunbury,2,h,510000.0,S,10,YPA,2.0,2.0,2.0,379.0,Hume City Council,Western Metropolitan,large
Sunbury,3,h,498500.0,S,3,Brad,3.0,2.0,2.0,65.0,Hume City Council,Western Metropolitan,tiny
Sunbury,5,h,856875.0,VB,0,Brad,5.0,4.0,4.0,305.0,Hume City Council,Western Metropolitan,large
Sunshine,2,h,474484.0,SN,3,Barry,2.0,1.0,0.0,488.0,Brimbank City Council,Western Metropolitan,extra-large
Sunshine,3,h,680000.0,VB,0,Jas,2.0,1.0,1.0,521.0,Brimbank City Council,Western Metropolitan,extra-large
Sunshine North,3,h,770000.0,S,6,Douglas,3.0,1.0,2.0,130.0,Brimbank City Council,Western Metropolitan,small
Sunshine North,2,u,355000.0,S,1,Douglas,2.0,2.0,1.0,179.0,Brimbank City Council,Western Metropolitan,medium
Sunshine West,3,h,1136216.0,SN,6,Barry,3.0,1.0,1.0,46.0,Brimbank City Council,Western Metropolitan,tiny
Surrey Hills,3,h,1571000.0,S,9,Noel,3.0,1.0,1.0,501.0,Boroondara City Council,Southern Metropolitan,extra-large
Surrey Hills,4,h,1173711.0,VB,10,Fletchers,4.0,2.0,2.0,81.0,Boroondara City Council,Southern Metropolitan,tiny
Surrey Hills,5,h,3625000.0,S,3,Marshall,5.0,3.0,2.0,327.0,Boroondara City Council,Southern Metropolitan,large
Surrey Hills,4,h,1815000.0,S,2,Ross,4.0,2.0,3.0,464.0,Boroondara City Council,Southern Metropolitan,extra-large
Surrey Hills,3,h,1198349.0,S,1,Nelson,3.0,1.0,2.0,86.0,Boroondara City Council,Southern Metropolitan,tiny
Surrey Hills,5,h,483977.0,VB,4,Fletchers,5.0,2.0,1.0,252.0,Boroondara City Council,Southern Metropolitan,medium
Sydenham,4,h,580000.0,S,0,Barry,4.0,2.0,3.0,134.0,Brimbank City Council,Western Metropolitan,small
Tarneit,4,h,402685.0,PI,1,Reliance,4.0,2.0,2.0,172.0,Wyndham City Council,Western Metropolitan,medium
Taylors Hill,4,h,840000.0,PI,10,Barry,4.0,2.0,8.0,61.0,Melton City Council,Western Metropolitan,tiny
Taylors Lakes,4,h,762000.0,S,1,Barry,4.0,2.0,4.0,231.0,Brimbank City Council,Western Metropolitan,medium
Taylors Lakes,4,h,760000.0,S,5,Nelson,1.0,1.0,0.0,493.0,Brimbank City Council,Western Metropolitan,extra-large
Templestowe,3,t,1065000.0,S,8,Barry,3.0,2.0,2.0,208.0,Manningham City Council,Eastern Metropolitan,medium
Templestowe,2,u,1108135.0,SP,7,Nelson,1.0,1.0,1.0,66.0,Manningham City Council,Eastern Metropolitan,tiny
Templestowe Lower,4,h,1585000.0,S,6,Barry,4.0,4.0,2.0,147.0,Manningham City Council,Eastern Metropolitan,small
Thomastown,2,u,448000.0,SP,8,Walshe,2.0,1.0,2.0,566.0,Whittlesea City Council,Northern Metropolitan,extra-large
Thomastown,6,h,931000.0,S,0,HAR,6.0,3.0,3.0,225.0,Whittlesea City Council,Northern Metropolitan,medium
Thomastown,2,u,467000.0,S,4,Ray,2.0,1.0,1.0,364.0,Whittlesea City Council,Northern Metropolitan,large
Thornbury,2,h,800000.0,S,6,McGrath,2.0,1.0,1.0,305.0,Darebin City Council,Northern Metropolitan,large
Thornbury,4,h,1530000.0,PI,3,McGrath,4.0,2.0,3.0,441.0,Darebin City Council,Northern Metropolitan,extra-large
Thornbury,2,h,1545000.0,S,7,The,2.0,1.0,2.0,198.0,Darebin City Council,Northern Metropolitan,medium
Thornbury,3,u,901533.0,VB,6,Jellis,3.0,2.0,2.0,125.0,Darebin City Council,Northern Metropolitan,small
Toorak,5,h,228843.0,SP,7,RT,5.0,3.0,2.0,378.0,Stonnington City Council,Southern Metropolitan,large
Toorak,1,u,541000.0,SP,9,Jellis,1.0,1.0,1.0,393.0,Stonnington City Council,Southern Metropolitan,large
Toorak,2,u,551000.0,S,7,RT,2.0,1.0,1.0,353.0,Stonnington City Council,Southern Metropolitan,large
Toorak,3,u,485981.0,S,2,Marshall,3.0,1.0,1.0,337.0,Stonnington City Council,Southern Metropolitan,large
Toorak,1,u,425000.0,S,3,Thomson,1.0,1.0,1.0,60.0,Stonnington City Council,Southern Metropolitan,tiny
Truganina,3,u,1137340.0,SN,2,Barry,3.0,2.0,1.0,34.0,Melton City Council,Western Metropolitan,tiny
Tullamarine,2,t,515000.0,S,1,Barry,2.0,2.0,1.0,221.0,Brimbank City Council,Western Metropolitan,medium
Tullamarine,3,t,545000.0,S,3,Moonee,3.0,2.0,1.0,344.0,Brimbank City Council,Western Metropolitan,large
Vermont,5,h,557705.0,SN,0,McGrath,5.0,2.0,2.0,25.0,Maroondah City Council,Eastern Metropolitan,tiny
Vermont,2,u,580000.0,S,3,Ray,2.0,1.0,1.0,514.0,Maroondah City Council,Eastern Metropolitan,extra-large
Vermont South,5,h,249114.0,SN,9,Barry,5.0,2.0,2.0,283.0,Whitehorse City Council,Eastern Metropolitan,large
Wantirna,3,h,900000.0,S,10,Noel,3.0,1.0,4.0,125.0,Knox City Council,Eastern Metropolitan,small
Wantirna,4,h,925000.0,S,9,Ray,4.0,3.0,4.0,176.0,Knox City Council,Eastern Metropolitan,medium
Wantirna South,6,h,1155000.0,S,1,Biggin,6.0,3.0,3.0,302.0,Knox City Council,Eastern Metropolitan,large
Waterways,4,h,1232000.0,SP,8,Ray,4.0,2.0,2.0,244.0,Kingston City Council,South-Eastern Metropolitan,medium
Watsonia,3,u,540000.0,S,2,Ray,3.0,1.0,1.0,95.0,Banyule City Council,Northern Metropolitan,tiny
Werribee,4,h,254261.0,PI,0,Barry,1.0,2.0,0.0,403.0,Wyndham City Council,Western Metropolitan,large
Werribee,3,h,471000.0,S,5,Sweeney,3.0,2.0,1.0,365.0,Wyndham City Council,Western Metropolitan,large
Werribee,3,h,595000.0,S,10,YPA,3.0,1.0,2.0,48.0,Wyndham City Council,Western Metropolitan,tiny
Werribee,4,h,621000.0,S,4,hockingstuart,4.0,2.0,2.0,177.0,Wyndham City Council,Western Metropolitan,medium
West Footscray,1,u,208000.0,S,8,C21,1.0,1.0,1.0,489.0,Maribyrnong City Council,Western Metropolitan,extra-large
West Footscray,2,u,360000.0,VB,7,Village,2.0,1.0,1.0,405.0,Maribyrnong City Council,Western Metropolitan,large
West Melbourne,3,h,2430000.0,S,0,Jellis,3.0,2.0,4.0,226.0,Melbourne City Council,Northern Metropolitan,medium
West Melbourne,4,h,1725000.0,S,1,Jellis,4.0,2.0,2.0,278.0,Melbourne City Council,Northern Metropolitan,large
Westmeadows,3,h,616000.0,S,4,Barry,3.0,1.0,3.0,358.0,Hume City Council,Northern Metropolitan,large
Wheelers Hill,4,h,505543.0,PI,5,Ray,4.0,2.0,1.0,176.0,Monash City Council,South-Eastern Metropolitan,medium
Williamstown,3,h,1080000.0,SP,7,Raine,3.0,1.0,1.0,248.0,Hobsons Bay City Council,Western Metropolitan,medium
Williamstown,3,h,1470000.0,S,0,Raine,3.0,1.0,1.0,33.0,Hobsons Bay City Council,Western Metropolitan,tiny
Williamstown,3,h,814585.0,PI,0,Raine,3.0,1.0,0.0,141.0,Hobsons Bay City Council,Western Metropolitan,small
Windsor,3,h,1400000.0,PI,7,hockingstuart,3.0,2.0,2.0,137.0,Port Phillip City Council,Southern Metropolitan,small
Windsor,2,u,810000.0,S,3,McGrath,2.0,1.0,1.0,491.0,Port Phillip City Council,Southern Metropolitan,extra-large
Wollert,4,h,592000.0,S,4,hockingstuart,2.0,1.0,1.0,183.0,Whittlesea City Council,Northern Metropolitan,medium
Wollert,3,t,420000.0,S,10,Ray,3.0,2.0,2.0,66.0,Whittlesea City Council,Northern Metropolitan,tiny
Wollert,4,h,730000.0,PI,5,hockingstuart,4.0,2.0,2.0,248.0,Whittlesea City Council,Northern Metropolitan,medium
Yarraville,3,h,826000.0,SP,10,RT,3.0,2.0,2.0,432.0,Maribyrnong City Council,Western Metropolitan,extra-large
Yarraville,4,h,800000.0,VB,8,Village,4.0,2.0,2.0,142.0,Maribyrnong City Council,Western Metropolitan,small
Yarraville,3,t,810000.0,PI,4,Jas,1.0,2.0,1.0,353.0,Maribyrnong City Council,Western Metropolitan,large
Yarraville,3,h,1100000.0,VB,4,hockingstuart,3.0,1.0,0.0,137.0,Maribyrnong City Council,Western Metropolitan,small
Abbotsford,3,h,1830000.0,S,5,Jellis,3.0,2.0,1.0,61.0,Yarra City Council,Northern Metropolitan,tiny
Aberfeldie,3,h,990000.0,VB,1,Nelson,3.0,1.0,2.0,338.0,Moonee Valley City Council,Western Metropolitan,large
Aberfeldie,4,h,1510000.0,PI,9,Nelson,4.0,3.0,2.0,267.0,Moonee Valley City Council,Western Metropolitan,large
Aberfeldie,4,h,1650000.0,SP,3,Barry,4.0,2.0,1.0,186.0,Moonee Valley City Council,Western Metropolitan,medium
Airport West,3,u,650000.0,S,3,Barry,2.0,1.0,0.0,469.0,Moonee Valley City Council,Western Metropolitan,extra-large
Albanvale,3,h,525901.0,SN,10,Barry,3.0,2.0,3.0,130.0,Brimbank City Council,Western Metropolitan,small
Albert Park,3,h,664930.0,PI,5,Buxton,3.0,2.0,0.0,354.0,Port Phillip City Council,Southern Metropolitan,large
Albert Park,3,h,1960000.0,S,1,hockingstuart,3.0,2.0,1.0,161.0,Port Phillip City Council,Southern Metropolitan,small
Albion,3,h,609700.0,SN,6,Barry,3.0,1.0,1.0,236.0,Brimbank City Council,Western Metropolitan,medium
Albion,4,h,549929.0,PI,2,Barry,2.0,1.0,1.0,570.0,Brimbank City Council,Western Metropolitan,extra-large
Altona,3,h,1248500.0,S,0,RT,3.0,1.0,3.0,173.0,Hobsons Bay City Council,Western Metropolitan,medium
Altona Meadows,4,h,835000.0,S,6,hockingstuart,4.0,2.0,2.0,174.0,Hobsons Bay City Council,Western Metropolitan,medium
Altona North,3,h,1001000.0,S,0,Greg,3.0,1.0,2.0,48.0,Hobsons Bay City Council,Western Metropolitan,tiny
Altona North,3,h,745000.0,S,9,Village,3.0,1.0,1.0,556.0,Hobsons Bay City Council,Western Metropolitan,extra-large
Altona North,3,h,770000.0,S,2,Greg,3.0,1.0,2.0,46.0,Hobsons Bay City Council,Western Metropolitan,tiny
Ardeer,3,h,1115742.0,SN,10,Barry,2.0,1.0,0.0,130.0,Brimbank City Council,Western Metropolitan,small
Ardeer,3,t,605000.0,S,2,Bells,1.0,2.0,1.0,254.0,Brimbank City Council,Western Metropolitan,medium
Armadale,2,h,1669000.0,S,0,Jellis,2.0,2.0,2.0,86.0,Stonnington City Council,Southern Metropolitan,tiny
Armadale,4,h,6800000.0,VB,3,Marshall,4.0,2.0,2.0,416.0,Stonnington City Council,Southern Metropolitan,extra-large
Armadale,3,t,1715000.0,SP,9,Marshall,3.0,3.0,1.0,141.0,Stonnington City Council,Southern Metropolitan,small
Armadale,3,h,1450000.0,VB,2,Marshall,2.0,1.0,1.0,115.0,Stonnington City Council,Southern Metropolitan,small
Armadale,3,h,1450000.0,VB,7,hockingstuart,3.0,1.0,0.0,339.0,Stonnington City Council,Southern Metropolitan,large
Armadale,2,h,2000000.0,S,3,The,2.0,2.0,1.0,535.0,Stonnington City Council,Southern Metropolitan,extra-large
Ascot Vale,2,u,490000.0,VB,10,Nelson,2.0,2.0,1.0,522.0,Moonee Valley City Council,Western Metropolitan,extra-large
Ascot Vale,3,h,817000.0,S,0,Nelson,3.0,1.0,1.0,587.0,Moonee Valley City Council,Western Metropolitan,extra-large
Ascot Vale,3,h,1100000.0,VB,2,Jellis,3.0,2.0,2.0,503.0,Moonee Valley City Council,Western Metropolitan,extra-large
Ascot Vale,3,t,940000.0,S,7,McDonald,1.0,2.0,0.0,444.0,Moonee Valley City Council,Western Metropolitan,extra-large
Ashburton,3,t,1230000.0,SP,2,Tim,3.0,2.0,2.0,518.0,Boroondara City Council,Southern Metropolitan,extra-large
Ashburton,3,h,1555000.0,S,7,Jellis,3.0,1.0,4.0,101.0,Boroondara City Council,Southern Metropolitan,tiny
Ashwood,4,t,1190876.0,PI,4,Fletchers,2.0,2.0,0.0,277.0,Monash City Council,Southern Metropolitan,large
Aspendale,3,h,1300000.0,PI,10,Ray,3.0,2.0,2.0,251.0,Kingston City Council,South-Eastern Metropolitan,medium
Aspendale Gardens,3,h,870000.0,S,0,Buxton,3.0,2.0,2.0,179.0,Kingston City Council,South-Eastern Metropolitan,medium
Avondale Heights,2,u,470000.0,S,9,Brad,2.0,1.0,1.0,332.0,Moonee Valley City Council,Western Metropolitan,large
Balaclava,4,h,1750000.0,S,1,McGrath,4.0,2.0,2.0,125.0,Port Phillip City Council,Southern Metropolitan,small
Balaclava,3,u,621500.0,S,7,Gary,3.0,1.0,1.0,191.0,Port Phillip City Council,Southern Metropolitan,medium
Balaclava,1,u,450000.0,SP,3,Gary,1.0,1.0,1.0,567.0,Port Phillip City Council,Southern Metropolitan,extra-large
Balaclava,2,u,572500.0,S,3,hockingstuart,2.0,1.0,1.0,230.0,Port Phillip City Council,Southern Metropolitan,medium
Balaclava,2,u,204954.0,W,5,McGrath,2.0,1.0,1.0,87.0,Port Phillip City Council,Southern Metropolitan,tiny
Balwyn,3,t,1325000.0,VB,1,Jellis,3.0,2.0,2.0,160.0,Boroondara City Council,Southern Metropolitan,small
Balwyn,4,h,2220000.0,S,9,Jellis,4.0,3.0,6.0,420.0,Boroondara City Council,Southern Metropolitan,extra-large
Balwyn,6,h,2430000.0,SP,4,Marshall,6.0,3.0,2.0,559.0,Boroondara City Council,Southern Metropolitan,extra-large
Balwyn,3,h,1520000.0,VB,2,Marshall,1.0,2.0,1.0,331.0,Boroondara City Council,Southern Metropolitan,large
Balwyn,3,h,2730000.0,S,7,Jellis,3.0,2.0,2.0,203.0,Boroondara City Council,Southern Metropolitan,medium
Balwyn North,4,t,1171224.0,SP,0,RW,1.0,2.0,1.0,113.0,Boroondara City Council,Southern Metropolitan,small
Balwyn North,3,h,2350000.0,S,0,Fletchers,3.0,2.0,2.0,421.0,Boroondara City Council,Southern Metropolitan,extra-large
Balwyn North,2,u,905000.0,S,4,Nelson,2.0,1.0,1.0,147.0,Boroondara City Council,Southern Metropolitan,small
Beaumaris,5,h,3778000.0,S,6,Buxton,5.0,4.0,4.0,465.0,Bayside City Council,Southern Metropolitan,extra-large
Beaumaris,3,t,2030000.0,PI,5,Buxton,3.0,3.0,2.0,450.0,Bayside City Council,Southern Metropolitan,extra-large
Beaumaris,5,h,830482.0,SP,5,Greg,5.0,3.0,2.0,260.0,Bayside City Council,Southern Metropolitan,large
Bentleigh,4,h,966081.0,PI,0,RT,4.0,4.0,2.0,156.0,Glen Eira City Council,Southern Metropolitan,small
Bentleigh,4,h,2210000.0,S,2,Jellis,4.0,3.0,2.0,233.0,Glen Eira City Council,Southern Metropolitan,medium
